7.30617,3.10809,1
2.01471,2.2988,2
7.84516,3.1328,1
4.66595,9.49602,3
1.24347,2.55072,2
7.52926,1.40063,1
7.77486,2.6843,1
6.95926,3.2215,1
7.48059,2.08674,1
7.62018,3.61397,1
2.76542,5.57971,4
2.6186,2.55877,2
5.35473,8.78226,3
8.5393,3.47374,1
1.71738,2.13923,2
5.21828,9.45197,3
5.0104,8.636,3
4.31405,8.19322,3
4.52244,9.2118,3
8.22246,2.55934,1
5.45961,8.66593,3
7.70889,2.92717,1
1.99522,2.88797,2
5.35405,9.47835,3
7.52927,2.54142,1
7.66098,2.75176,1
2.23267,1.63069,2
8.33759,2.70607,1
1.87513,1.7042,2
5.01211,9.70611,3
8.02002,4.10616,1
4.29082,8.1196,3
1.71503,1.608,2
1.8682,2.21427,2
4.71788,9.09228,3
5.38918,8.72441,3
4.19243,9.58237,3
1.61206,1.35107,2
1.54452,2.09024,2
4.94992,8.89816,3
5.73559,8.89534,3
2.44838,2.36622,2
5.23321,8.98218,3
8.66661,5.06235,1
2.7666,1.64506,2
4.76698,8.20265,3
1.9326,1.86742,2
5.1537,9.40787,3
5.76538,9.60938,3
4.78682,9.57422,3
2.15453,1.95533,2
9.48103,2.85632,1
4.49673,9.56994,3
9.09712,3.24018,1
8.0769,3.79075,1
1.58016,2.12839,2
5.16924,8.8523,3
8.15908,3.52359,1
5.01409,8.99544,3
4.93128,9.47644,3
4.76769,9.10058,3
1.98746,2.0704,2
1.93128,2.74269,2
4.95866,8.93913,3
8.0091,3.0431,1
2.19876,2.58533,2
4.60701,8.33438,3
5.59285,9.35948,3
5.19984,8.67432,3
5.45679,8.59841,3
7.84733,3.6971,1
2.93069,2.0694,2
2.19363,1.50366,2
3.31388,1.51502,2
4.91491,8.77339,3
8.16145,1.37272,1
7.82845,2.38179,1
1.41109,2.27726,2
5.38304,9.61347,3
5.16158,8.9262,3
1.9785,2.93879,2
1.70878,2.04912,2
5.28275,8.11962,3
8.20811,3.43596,1
2.87939,1.86453,2
8.16166,2.49882,1
1.90323,2.24243,2
5.27073,9.37958,3
4.21873,8.73547,3
4.46393,7.53932,3
2.63505,0.944756,2
4.31656,8.88762,3
1.46629,1.51051,2
2.05223,1.8206,2
2.37447,2.37701,2
4.87565,9.80367,3
5.44155,8.96108,3
5.65087,9.78076,3
5.08822,8.81649,3
8.96911,3.53022,1
5.04091,8.95056,3
7.14897,3.10797,1
5.58387,8.66663,3
7.44399,4.13454,1
11.5298,5.80792,0
5.11234,9.4663,3
1.60293,2.51146,2
7.93203,3.03802,1
2.57025,1.65386,2
1.57082,2.40776,2
7.97086,3.38924,1
8.63796,2.35842,1
5.17532,9.24459,3
1.71832,2.32554,2
5.05664,8.28086,3
9.36572,2.58701,1
2.49324,3.13808,2
8.62352,1.79754,1
5.60858,9.76066,3
6.0281,8.4484,3
2.07218,2.30866,2
7.26885,2.84432,1
1.71684,2.65337,2
5.80769,8.83884,3
8.10146,2.73226,1
1.54619,1.14665,2
1.49192,1.09109,2
8.94964,1.10126,1
5.97128,6.68925,0
5.24549,9.36744,3
5.03503,9.58094,3
5.016,8.62329,3
7.54502,3.65606,1
5.22794,10.0825,3
5.26938,8.53966,3
8.79188,2.80768,1
4.56101,8.58656,3
5.76423,9.25392,3
7.26786,1.75361,1
5.31736,9.55485,3
4.72688,9.1959,3
5.14678,8.32171,3
2.03857,1.35335,2
5.09051,8.35158,3
2.48811,1.26148,2
9.06714,-0.252509,5
1.29004,0.776461,2
1.72195,1.72056,2
5.19429,10.2465,3
6.95432,2.49876,1
8.79562,2.68012,1
4.47316,8.4661,3
5.75672,9.31541,3
2.54924,2.19725,2
1.85951,1.85952,2
4.63224,9.61805,3
5.1337,9.16085,3
3.64838,9.33894,3
8.38575,3.02721,1
7.35933,3.17227,1
2.30903,4.31164,2
5.39997,8.19184,3
5.12038,10.3008,3
5.27916,9.038,3
2.41409,1.75927,2
7.39197,3.03134,1
8.46462,3.7071,1
3.84733,2.67174,2
7.65721,5.16583,1
1.68185,1.52428,2
8.63158,1.59166,1
1.36262,2.28416,2
2.17767,2.15663,2
1.52449,1.93116,2
8.49814,2.06708,1
5.36119,8.81358,3
4.99029,8.84841,3
5.10028,9.57432,3
3.93907,8.69609,3
7.00171,3.42432,1
5.08468,8.29314,3
5.55354,8.93981,3
1.93474,2.24103,2
8.36391,2.91717,1
9.59366,1.85949,1
2.38861,2.91382,2
2.20505,3.1257,2
4.88937,8.86159,3
1.63898,3.11137,2
10.1181,11.7304,0
7.90686,3.78798,1
5.15442,9.85111,3
7.86505,2.89217,1
1.59199,2.13935,2
1.76474,1.12189,2
1.3923,2.18855,2
5.6641,9.27812,3
4.64159,8.06673,3
3.25462,2.00097,2
7.60536,0.502256,1
6.69706,2.79018,1
2.3754,1.48571,2
1.99265,1.46165,2
7.8425,3.84531,1
4.49209,9.03084,3
2.34253,2.68134,2
0.428153,2.49314,2
6.14692,3.51068,1
3.27329,2.61948,2
7.67485,2.33477,1
8.85554,1.47797,1
3.13171,2.10475,2
7.955,2.06011,1
5.34819,9.47765,3
6.81471,2.36963,1
5.2556,9.68683,3
2.94753,2.46046,2
8.98318,1.87612,1
5.47515,9.85531,3
2.31316,2.17819,2
3.81853,8.49513,3
1.72362,2.63427,2
6.03075,9.60418,3
5.00518,8.34408,3
3.17884,2.02116,2
8.9498,2.74839,1
8.58639,3.95759,1
4.47654,9.26833,3
4.91644,9.14129,3
1.11289,1.56809,2
1.37765,1.8858,2
10.3685,4.27647,1
7.88686,2.06111,1
8.94272,3.08876,1
8.20088,1.54035,1
5.83495,9.19734,3
11.3847,0.806643,0
4.93368,8.51274,3
7.71338,3.05363,1
2.15593,2.46909,2
7.50741,2.90057,1
3.72304,9.46716,3
0.965049,1.66263,2
6.03126,8.46623,3
5.14164,8.87055,3
2.88674,1.68904,2
2.03614,3.47795,2
5.07044,8.11578,3
2.53976,2.18438,2
7.45379,3.44813,1
5.07433,8.83146,3
5.45954,8.85486,3
5.94229,9.77162,3
8.11649,2.31681,1
1.25783,1.20773,2
7.08215,3.83891,1
7.59518,2.36261,1
8.49505,3.67921,1
8.31819,3.52083,1
8.85061,3.51946,1
5.29335,8.76255,3
1.83836,2.43053,2
4.98624,9.88613,3
9.11895,1.86075,1
8.11001,5.46741,1
5.43024,8.70846,3
7.93902,3.66179,1
2.78329,2.0126,2
1.47463,1.17032,2
1.04334,1.64037,2
1.57877,1.8034,2
5.03393,9.42639,3
4.90976,10.5966,3
2.40917,1.81384,2
3.45275,3.39717,2
3.01228,2.52898,2
5.16599,9.09525,3
1.35746,2.28948,2
7.37825,2.04587,1
1.64638,2.50976,2
4.53228,9.54299,3
4.89549,8.57474,3
4.94439,8.54805,3
7.56329,2.62428,1
7.45253,2.56949,1
2.49525,2.48811,2
8.70357,2.64479,1
8.19849,2.80357,1
1.20786,3.09888,2
2.21467,2.33647,2
8.26012,2.91712,1
5.22999,8.66114,3
2.52339,2.11001,2
8.10237,3.36548,1
4.83261,8.79818,3
5.6485,8.98857,3
5.28982,9.1629,3
5.06319,9.96946,3
3.23645,3.0532,2
2.38723,2.82118,2
6.70726,2.60333,1
1.42105,2.41163,2
6.51491,3.2051,1
5.03224,8.01227,3
5.09719,8.82342,3
4.64749,8.97212,3
8.71322,2.96492,1
2.1945,1.92191,2
9.17995,2.67779,1
1.15078,1.74761,2
3.78788,9.44202,3
9.21255,3.75256,1
5.16154,8.87382,3
9.65799,2.70317,1
1.83497,0.618847,2
